Memory Length,25000,Memory Length,25000,
Trigger Level,1.51V,Trigger Level,1.51V,
Source,CH1,Source,CH3,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Units,V,Vertical Units,V,
Vertical Scale,1.000E-02,Vertical Scale,2.000E+00,
Vertical Position,-2.160E-02,Vertical Position,-5.760E+00,
Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-06,Horizontal Scale,5.000E-06,
Horizontal Position,1.005E-05,Horizontal Position,1.005E-05,
Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,2.000E-09,Sampling Period,2.000E-09,
Firmware,V1.21,Firmware,V1.21,
Time,24-Mar-17 06:31:22,Time,24-Mar-17 06:31:23,
Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,
-1.430800e-05,0.000800,-1.430800e-05,-0.080000,
-1.430600e-05,0.000000,-1.430600e-05,-0.080000,
-1.430400e-05,-0.002400,-1.430400e-05,-0.080000,
-1.430200e-05,-0.004800,-1.430200e-05,-0.080000,
-1.430000e-05,-0.002400,-1.430000e-05,-0.080000,
-1.429800e-05,-0.000400,-1.429800e-05,-0.080000,
-1.429600e-05,-0.000800,-1.429600e-05,-0.080000,
-1.429400e-05,-0.001600,-1.429400e-05,-0.080000,
-1.429200e-05,0.000800,-1.429200e-05,-0.080000,
-1.429000e-05,0.002400,-1.429000e-05,-0.080000,
-1.428800e-05,0.002800,-1.428800e-05,-0.080000,
-1.428600e-05,0.002400,-1.428600e-05,-0.080000,
-1.428400e-05,0.004000,-1.428400e-05,0.000000,
-1.428200e-05,0.000400,-1.428200e-05,-0.080000,
-1.428000e-05,0.000800,-1.428000e-05,-0.080000,
-1.427800e-05,0.001600,-1.427800e-05,-0.080000,
-1.427600e-05,0.005200,-1.427600e-05,-0.080000,
-1.427400e-05,0.003600,-1.427400e-05,-0.080000,
-1.427200e-05,0.002800,-1.427200e-05,-0.080000,
-1.427000e-05,0.000400,-1.427000e-05,-0.080000,
-1.426800e-05,-0.002800,-1.426800e-05,-0.080000,
-1.426600e-05,-0.003200,-1.426600e-05,-0.080000,
-1.426400e-05,-0.003200,-1.426400e-05,-0.080000,
-1.426200e-05,-0.000400,-1.426200e-05,-0.080000,
-1.426000e-05,0.000000,-1.426000e-05,-0.080000,
-1.425800e-05,0.002400,-1.425800e-05,-0.080000,
-1.425600e-05,0.003600,-1.425600e-05,-0.080000,
-1.425400e-05,0.002800,-1.425400e-05,-0.080000,
-1.425200e-05,0.001600,-1.425200e-05,-0.080000,
-1.425000e-05,0.000800,-1.425000e-05,-0.080000,
-1.424800e-05,0.000400,-1.424800e-05,-0.080000,
-1.424600e-05,0.000000,-1.424600e-05,-0.080000,
-1.424400e-05,0.002000,-1.424400e-05,-0.080000,
-1.424200e-05,0.004000,-1.424200e-05,-0.080000,
-1.424000e-05,0.003600,-1.424000e-05,-0.080000,
-1.423800e-05,0.002800,-1.423800e-05,-0.080000,
-1.423600e-05,0.002000,-1.423600e-05,-0.080000,
-1.423400e-05,-0.000800,-1.423400e-05,-0.160000,
-1.423200e-05,-0.002400,-1.423200e-05,-0.080000,
-1.423000e-05,-0.002000,-1.423000e-05,-0.080000,
-1.422800e-05,-0.000800,-1.422800e-05,-0.080000,
-1.422600e-05,0.000400,-1.422600e-05,-0.080000,
-1.422400e-05,0.000400,-1.422400e-05,-0.080000,
-1.422200e-05,0.001200,-1.422200e-05,-0.080000,
-1.422000e-05,0.001600,-1.422000e-05,-0.080000,
-1.421800e-05,0.001200,-1.421800e-05,-0.080000,
-1.421600e-05,-0.000400,-1.421600e-05,-0.080000,
-1.421400e-05,0.000800,-1.421400e-05,-0.080000,
-1.421200e-05,0.001600,-1.421200e-05,-0.080000,
-1.421000e-05,0.002000,-1.421000e-05,-0.080000,
-1.420800e-05,0.002800,-1.420800e-05,-0.080000,
-1.420600e-05,0.002400,-1.420600e-05,-0.080000,
-1.420400e-05,0.004400,-1.420400e-05,-0.080000,
-1.420200e-05,0.000400,-1.420200e-05,-0.080000,
-1.420000e-05,-0.003600,-1.420000e-05,-0.080000,
-1.419800e-05,-0.003200,-1.419800e-05,-0.080000,
-1.419600e-05,-0.000400,-1.419600e-05,-0.080000,
-1.419400e-05,0.001600,-1.419400e-05,-0.080000,
-1.419200e-05,0.002400,-1.419200e-05,-0.080000,
-1.419000e-05,0.002000,-1.419000e-05,-0.080000,
-1.418800e-05,0.002800,-1.418800e-05,-0.080000,
-1.418600e-05,-0.000400,-1.418600e-05,-0.080000,
