18-Ar-40(n,total) ENDF/B-VII.1
1213000.0,1.3651
1215740.0,1.25161
1223620.0,1.10029
1224000.0,1.10427
1224130.0,1.10361
1224970.0,1.14078
1225560.0,1.19784
1226220.0,1.35817
1226750.0,1.58453
1227040.0,1.76762
1227850.0,2.59586
1228400.0,2.98855
1229130.0,3.19044
1229210.0,3.38141
1229260.0,3.71614
1229290.0,4.09186
1229330.0,4.77422
1229400.0,6.54015
1229430.0,6.85333
1229440.0,6.85613
1229470.0,6.56599
1229560.0,4.92014
1229620.0,4.29
1229700.0,3.82746
1229830.0,3.47737
1230090.0,3.17392
1230650.0,2.88957
1232000.0,2.52714
1233800.0,2.33226
1234100.0,2.32451
1235220.0,2.41147
1236120.0,2.65044
1236720.0,2.93563
1237320.0,3.44076
1237770.0,4.0545
1238420.0,5.30468
1239060.0,6.72084
1239380.0,6.97625
1239680.0,6.71694
1240820.0,4.20575
1241230.0,3.59074
1241680.0,3.17878
1242500.0,2.77377
1243400.0,2.61624
1243700.0,2.60637
1244530.0,2.69978
1245000.0,2.78805
1245400.0,2.74373
1245490.0,2.8066
1245530.0,2.9855
1245550.0,3.31073
1245580.0,3.89673
1245630.0,5.21618
1245650.0,5.48277
1245650.0,5.48037
1245680.0,5.25169
1245740.0,3.99971
1245770.0,3.57331
1245820.0,3.31069
1245910.0,3.10842
1246100.0,3.0186
1246920.0,3.18588
1250150.0,3.9451
1250580.0,4.2541
1250760.0,4.61709
1250870.0,4.98027
1250910.0,4.79697
1250960.0,4.16633
1251000.0,3.46954
1251030.0,3.20348
1251060.0,3.14067
1251290.0,3.59719
1251660.0,3.87572
1252030.0,3.99596
1255150.0,3.47405
1255450.0,3.472
1256610.0,3.55111
1256930.0,3.74346
1257080.0,4.01568
1257190.0,4.44754
1257260.0,5.01442
1257320.0,5.78384
1257370.0,7.01051
1257420.0,8.10243
1257440.0,8.2422
1257470.0,7.92718
1257500.0,6.89533
1257550.0,4.72603
1257580.0,3.95278
1257600.0,3.43389
1257630.0,3.077
1257670.0,2.84051
1257740.0,2.73738
1257770.0,2.73443
1258150.0,2.85086
1258220.0,2.85257
1259000.0,2.75125
1259460.0,2.75928
1260000.0,2.75122
1261480.0,2.83318
1262240.0,2.95593
1263140.0,3.26338
1264560.0,4.19106
1264940.0,4.68938
1265220.0,5.32214
1265430.0,6.14201
1265660.0,7.59803
1265800.0,8.40128
1265830.0,8.44895
1265920.0,8.1353
1266000.0,7.10604
1266170.0,4.50834
1266240.0,3.66159
1266310.0,3.11497
1266380.0,2.69242
1266480.0,2.37918
1266590.0,2.19602
1266760.0,2.12066
1266780.0,2.12048
1266980.0,2.16082
1268030.0,1.70049
1268050.0,1.70021
1269130.0,1.77595
1270640.0,2.12032
1271220.0,2.38759
1271640.0,2.74463
1271980.0,3.22439
1272760.0,4.89573
1273470.0,5.7262
1274340.0,6.48846
1276130.0,8.13268
1276640.0,8.31559
1277470.0,7.92486
1278200.0,6.98697
1279490.0,4.96603
1280470.0,3.81232
1281440.0,2.98997
1282140.0,2.56245
1283260.0,2.10824
1284380.0,1.79683
1286660.0,1.31956
1287050.0,1.27798
1287350.0,1.20088
1287420.0,1.19667
1287610.0,1.22729
1287780.0,1.32215
1287940.0,1.51083
1288080.0,1.75136
1288230.0,2.1527
1288410.0,2.83042
1288650.0,3.74397
1288780.0,4.00674
1288820.0,4.02593
1288970.0,3.86674
1289530.0,2.99072
1289790.0,2.80461
1290050.0,2.74037
1290420.0,2.45011
1290920.0,2.2748
1291840.0,1.99864
1292700.0,1.91257
1292760.0,1.91218
1293510.0,1.96553
1293930.0,2.1254
1294000.0,2.14819
1294250.0,2.07852
1294440.0,2.13308
1294600.0,2.31143
1294770.0,2.6722
1294960.0,3.33122
1295180.0,4.36132
1295290.0,4.57515
1295300.0,4.5771
1295420.0,4.39015
1295800.0,2.97281
1295980.0,2.52715
1296180.0,2.17891
1296390.0,1.95562
1296690.0,1.81515
1297110.0,1.73523
1297780.0,1.56914
1298420.0,1.52166
1298640.0,1.5199
1299000.0,1.5227
1299760.0,1.51318
1299880.0,1.51324
1302540.0,1.48456
1305210.0,1.54036
1306980.0,1.64858
1307090.0,1.71787
1307140.0,1.83965
1307170.0,2.03723
1307200.0,2.34543
1307220.0,2.83506
1307270.0,3.95919
1307290.0,4.22316
1307290.0,4.21402
1307310.0,4.07001
1307340.0,3.50927
1307380.0,2.70208
1307400.0,2.35814
1307430.0,2.10669
1307470.0,1.93235
1307540.0,1.78831
1307710.0,1.68874
1308720.0,1.55417
1309000.0,1.53265
1310950.0,1.62336
1313150.0,2.08579
1314100.0,2.38342
1315100.0,2.95786
1316080.0,3.65681
1316750.0,3.82562
1316900.0,3.83601
1317500.0,3.64421
1318700.0,2.99134
1319580.0,2.64599
1320570.0,2.4793
1321170.0,2.45923
1322170.0,2.54311
1323170.0,2.80836
1324000.0,3.20971
1324670.0,3.76886
1325570.0,4.75868
1326670.0,6.58687
1327180.0,6.90737
1327430.0,6.65878
1328350.0,4.20072
1328420.0,4.08184
1328460.0,4.21354
1328510.0,4.76098
1328540.0,5.09497
1328550.0,5.1035
1328580.0,4.89072
1328630.0,4.13899
1328680.0,3.87201
1328860.0,3.62613
1329440.0,3.29158
1330870.0,3.13082
1332200.0,2.83428
1333230.0,2.47288
1333450.0,2.43785
1333580.0,2.50013
1333630.0,2.65551
1333660.0,2.91833
1333680.0,3.35039
1333740.0,4.71208
1333770.0,4.91209
1333770.0,4.91206
1333790.0,4.7139
1333860.0,3.30533
1333890.0,2.90083
1333930.0,2.63427
1334010.0,2.44628
1334200.0,2.31065
1336770.0,1.7617
1337100.0,1.6986
1337460.0,1.6182
1337490.0,1.6181
1337730.0,1.679
1337910.0,1.83153
1338130.0,2.13907
1338280.0,2.5049
1338490.0,3.26534
1338680.0,3.91108
1338800.0,4.07092
1338920.0,3.91633
1339130.0,3.48795
1339450.0,2.94701
1339700.0,2.76582
1339790.0,2.75022
1339970.0,2.77685
1340180.0,2.60873
1340600.0,2.31942
1341080.0,2.16223
1341390.0,2.14785
1342020.0,2.20818
1343380.0,3.12583
1344000.0,3.49533
1344390.0,3.27731
1344540.0,3.38125
1344640.0,3.63813
1344730.0,4.11538
1344820.0,4.9601
1344960.0,6.32016
1345030.0,6.65317
1345040.0,6.65849
1345140.0,6.36305
1345380.0,4.97147
1345560.0,4.28921
1345800.0,3.76945
1346030.0,3.48026
1346370.0,3.42003
1349090.0,3.88932
1350850.0,4.43411
1351950.0,4.99468
1352670.0,5.42728
1353040.0,5.80789
1353180.0,5.79442
1353860.0,6.00548
1354020.0,5.98379
1354070.0,5.98542
1354330.0,5.77858
1354650.0,5.01706
1355000.0,3.97034
1355290.0,3.77047
1355580.0,3.72549
1356000.0,3.87207
1356680.0,4.70918
1357190.0,5.38499
1359000.0,7.56993
1360290.0,8.3567
1361640.0,8.61167
1363670.0,8.23482
1365000.0,7.4278
1366070.0,6.43614
1367000.0,6.1235
1367490.0,6.48443
1367810.0,6.28507
1368080.0,5.84497
1368130.0,6.02877
1368190.0,6.6382
1368350.0,9.46686
1368420.0,10.097
1368460.0,10.1617
1368590.0,9.65498
1368980.0,7.12989
1369160.0,6.74988
1369770.0,6.24407
1372070.0,4.92139
1374420.0,4.12075
1375430.0,3.95916
1376070.0,3.86027
1376290.0,3.74376
1376390.0,3.84734
1376450.0,4.1296
1376500.0,4.60897
1376550.0,5.54371
1376610.0,6.72101
1376640.0,6.9732
1376680.0,6.68704
1376790.0,5.21934
1376860.0,4.60083
1376970.0,4.12781
1377140.0,3.80237
1377570.0,3.49451
1379120.0,2.98032
1380490.0,2.7969
1381970.0,2.65391
1383020.0,2.86565
1383250.0,2.84777
1383560.0,2.93129
1383740.0,3.14781
1383860.0,3.50726
1383960.0,4.04283
1384060.0,4.88906
1384190.0,6.12939
1384260.0,6.37076
1384330.0,6.10051
1384530.0,4.55714
1384640.0,3.96503
1384790.0,3.51168
1385040.0,3.1466
1385440.0,2.7963
1386120.0,2.47698
1387050.0,2.2347
1388270.0,2.13548
1388670.0,2.13397
1390000.0,2.22842
1390570.0,2.22523
1391060.0,2.2293
1391110.0,2.22925
1392460.0,2.29434
1393140.0,2.41137
1394220.0,2.8254
1395000.0,3.27971
1395710.0,3.93671
1396850.0,5.25172
1398470.0,6.89089
1398910.0,7.03667
1398980.0,7.03493
1399150.0,7.04597
1399830.0,6.75737
1402210.0,4.28818
1403160.0,3.57777
1404100.0,3.12624
1405050.0,2.88399
1405280.0,2.7449
1405380.0,2.83999
1405450.0,3.06844
1405500.0,3.42781
1405550.0,4.08174
1405650.0,5.52169
1405690.0,5.79512
1405700.0,5.79752
1405740.0,5.541
1405880.0,3.9558
1405960.0,3.33147
1406040.0,2.96256
1406160.0,2.68143
1406370.0,2.4734
1406740.0,2.37144
1407090.0,2.32493
1408070.0,1.95961
1409190.0,1.72857
1410900.0,1.53398
1412850.0,1.42819
1413350.0,1.35795
1414200.0,1.21452
1415000.0,1.13237
1415810.0,1.23365
1416000.0,1.26922
1416240.0,1.23672
1416420.0,1.27256
1416540.0,1.37028
1416650.0,1.54126
1416740.0,1.78261
1416820.0,2.15425
1416920.0,2.7166
1417130.0,4.3974
1417210.0,4.73762
1417250.0,4.7757
1417350.0,4.56309
1417590.0,3.65485
1417710.0,3.41435
1417760.0,3.39476
1417860.0,3.52831
1417940.0,3.85765
1418010.0,4.37848
1418080.0,5.31939
1418210.0,7.29663
1418270.0,7.65248
1418270.0,7.65121
1418330.0,7.34247
1418440.0,5.81511
1418520.0,4.63728
1418600.0,3.97007
1418700.0,3.43504
1418810.0,3.07749
1419010.0,2.81427
1419320.0,2.51997
1419800.0,2.33084
1420560.0,2.24908
1420600.0,2.24871
1420970.0,2.2589
1421560.0,2.1815
1421910.0,2.24823
1422020.0,2.28261
1422110.0,2.27554
1422260.0,2.3435
1422390.0,2.54628
1422480.0,2.84452
1422570.0,3.33248
1422660.0,4.06726
1422850.0,5.97352
1422920.0,6.29953
1422930.0,6.30601
1423010.0,6.03698
1423130.0,4.98924
1423270.0,3.8388
1423360.0,3.29945
1423450.0,2.90705
1423590.0,2.62138
1423750.0,2.49596
1423800.0,2.49082
1424000.0,2.52461
1424480.0,2.1196
1425010.0,1.82511
1426000.0,1.60782
1426870.0,1.5915
1429390.0,1.65093
1431640.0,1.8286
1434190.0,2.14683
1435810.0,2.5578
1437480.0,3.23193
1438410.0,3.76427
1439400.0,4.65461
1439800.0,5.28872
1440000.0,5.84738
1440370.0,7.93189
1440430.0,8.02664
1440510.0,7.74624
1440580.0,6.93702
1440720.0,4.56328
1440770.0,3.94161
1440820.0,3.59938
1440880.0,3.49564
1440980.0,3.70567
1441410.0,4.51797
1441870.0,4.99976
1443080.0,6.07662
1444780.0,8.1186
1445620.0,8.51572
1445770.0,8.52609
1446340.0,8.26553
1447320.0,7.19645
1449000.0,4.88006
1450060.0,3.82271
1451820.0,3.09802
1452140.0,3.04213
1453070.0,3.16183
1453800.0,3.45022
1454610.0,3.84938
1455550.0,4.62436
1456330.0,5.67295
1457470.0,7.19173
1458420.0,7.63306
1458540.0,7.64076
1459260.0,7.39498
1462130.0,5.17396
1464690.0,3.51493
1465340.0,3.1408
1466310.0,2.70883
1467060.0,2.42265
1467130.0,2.42305
1467900.0,2.33208
1468040.0,2.24334
1468250.0,1.93428
1468350.0,1.86149
1468380.0,1.86058
1468450.0,1.92254
1468520.0,2.07618
1468590.0,2.35751
1468650.0,2.77718
1468720.0,3.46692
1468920.0,5.78859
1469020.0,6.48226
1469120.0,6.73928
1469130.0,6.73936
1469290.0,6.39271
1469660.0,5.16338
1470000.0,4.44815
1470450.0,3.99378
1471180.0,3.58146
1472050.0,3.02684
1474250.0,2.40144
1475120.0,2.25123
1476200.0,2.30249
1477000.0,2.43317
1477570.0,2.35079
1477850.0,2.42627
1478010.0,2.61898
1478150.0,2.96063
1478380.0,3.77799
1478460.0,3.87062
1478580.0,3.70931
1478870.0,2.92538
1479070.0,2.60439
1479400.0,2.35571
1480230.0,2.09035
1481050.0,1.89312
1482000.0,1.93237
1482200.0,1.92673
1482470.0,1.97818
1482560.0,2.10153
1482620.0,2.29697
1482650.0,2.56934
1482680.0,2.99556
1482750.0,4.35122
1482780.0,4.54881
1482780.0,4.54864
1482800.0,4.45437
1482830.0,3.92985
1482890.0,2.99165
1482920.0,2.57969
1482960.0,2.29139
1483020.0,2.10178
1483140.0,1.96222
1483440.0,1.87345
1484280.0,1.78661
1485250.0,1.64794
1486520.0,1.56457
1488200.0,1.50613
1490000.0,1.49782
1492240.0,1.55902
1493640.0,1.68281
1494020.0,1.80824
1494240.0,1.98161
1494400.0,2.20241
1494560.0,2.56325
1494670.0,2.93542
1494800.0,3.60067
1495020.0,4.88921
1495120.0,5.14788
1495130.0,5.15495
1495230.0,4.94348
1495540.0,3.39372
1495690.0,2.83468
1495870.0,2.42892
1496080.0,2.13182
1496390.0,1.9065
1496870.0,1.74
1497710.0,1.6117
1497740.0,1.59724
1498000.0,1.62936
1498200.0,1.468
1499200.0,1.62727
1499420.0,1.62242
1499800.0,1.7213
1500000.0,1.64878
1500300.0,1.73709
1500500.0,1.67523
1500800.0,1.70498
1501150.0,1.80105
1501300.0,1.80872
1501500.0,1.70793
1501800.0,1.86903
1502300.0,1.96521
1502500.0,2.09237
1502800.0,2.02787
1503500.0,2.24459
1504100.0,2.14722
1504300.0,2.27224
1504450.0,2.27235
1504600.0,2.27174
1505100.0,2.64069
1505380.0,3.0554
1505800.0,3.52829
1506300.0,4.41122
1507100.0,4.93665
1507900.0,4.56879
1508100.0,4.35337
1508500.0,4.16414
1509000.0,3.86736
1509550.0,3.68595
1509900.0,3.41136
1510550.0,3.13525
1511300.0,2.83163
1511700.0,2.77603
1511900.0,2.62775
1512200.0,2.51455
1512500.0,2.48939
1513000.0,2.51594
1513500.0,2.43434
1514000.0,2.81227
1514300.0,2.92987
1514500.0,3.11051
1515000.0,3.41306
1515300.0,3.90153
1515580.0,4.19204
1515900.0,4.82017
1516300.0,5.74014
1516600.0,6.15851
1516800.0,6.88998
1517200.0,7.46317
1517300.0,7.66241
1517600.0,7.75269
1518200.0,7.18456
1518500.0,6.60064
1519000.0,5.48358
1519400.0,4.61881
1520200.0,3.39607
1520700.0,3.06859
1520900.0,2.81953
1521200.0,2.69834
1521400.0,2.70371
1521700.0,2.67128
1522000.0,2.73352
1522200.0,2.67017
1522500.0,2.68442
1523000.0,2.50018
1523300.0,2.6729
1523500.0,2.59113
1523750.0,2.63652
1524000.0,2.87874
1524600.0,3.14778
1525520.0,4.24877
1525650.0,4.53068
1525800.0,5.00159
1526250.0,5.42651
1526600.0,5.88918
1527400.0,5.79153
1527900.0,5.19696
1528300.0,4.93742
1529000.0,4.57344
1529200.0,4.59031
1529600.0,4.45566
1529700.0,4.38557
1530000.0,4.40976
1530400.0,4.34014
1530720.0,4.26698
1531050.0,4.50252
1531700.0,5.14214
1532200.0,5.82311
1532450.0,6.12544
1532900.0,6.33943
1533400.0,6.21931
1533700.0,5.58684
1534550.0,4.64025
1535000.0,4.39607
1535200.0,4.02647
1535700.0,3.84638
1536000.0,3.62695
1536400.0,3.51954
1536800.0,3.26496
1537100.0,3.19268
1537300.0,3.01185
1537950.0,2.92995
1538100.0,2.87926
1538400.0,2.66158
1538600.0,2.74333
1538900.0,2.69356
1539280.0,2.87442
1540050.0,3.21525
1540200.0,3.26635
1541150.0,4.39476
1542000.0,5.76553
1542450.0,6.01815
1542600.0,6.0301
1543400.0,5.60764
1543600.0,5.17894
1544400.0,4.50578
1544900.0,4.43188
1545200.0,4.2632
1545500.0,4.29551
1545700.0,4.26499
1546000.0,3.97092
1546300.0,4.11092
1546800.0,3.90088
1547100.0,3.94427
1547300.0,3.92799
1547800.0,4.00922
1548900.0,4.58384
1549300.0,4.88911
1549400.0,4.89802
1550000.0,4.7342
1550200.0,4.78245
1550650.0,4.3566
1550900.0,4.12992
1551300.0,3.77888
1551600.0,3.72173
1552100.0,3.3413
1552750.0,3.21445
1553050.0,3.1508
1553850.0,2.92165
1554200.0,2.81544
1554500.0,2.68317
1555150.0,2.86905
1555300.0,2.87891
1555550.0,2.80676
1555800.0,2.55685
1556100.0,2.70055
1556460.0,2.59622
1556650.0,2.6249
1556900.0,2.72867
1557300.0,2.62592
1557400.0,2.61322
1557700.0,2.41156
1558200.0,2.55331
1558500.0,2.70909
1559000.0,2.78472
1559300.0,2.9834
1559600.0,3.06832
1559800.0,3.33641
1560400.0,3.62991
1560600.0,3.95833
1561200.0,4.53882
1561400.0,4.90989
1561850.0,5.40205
1562200.0,5.78399
1562720.0,5.95066
1563180.0,5.80459
1563750.0,5.40114
1564100.0,4.97211
1564400.0,4.75043
1564900.0,4.09009
1565200.0,3.97817
1565600.0,3.68138
1565850.0,3.457
1566000.0,3.2978
1566300.0,3.32824
1566800.0,3.24405
1567500.0,3.47552
1567750.0,3.54974
1567900.0,3.55156
1568200.0,3.4783
1568400.0,3.53142
1568960.0,3.47633
1569400.0,3.16099
1569500.0,3.12457
1569800.0,3.16023
1570300.0,2.86439
1570600.0,2.90283
1571000.0,2.78525
1571100.0,2.78423
1571320.0,2.78651
1571700.0,2.62081
1572200.0,2.63961
1572900.0,2.48459
1573600.0,2.44158
1573900.0,2.34116
1574340.0,2.4066
1574700.0,2.26667
1574900.0,2.35471
1575350.0,2.2318
1575800.0,2.16055
1576600.0,2.28633
1576800.0,2.49521
1577250.0,2.5606
1577400.0,2.60023
1577900.0,2.48384
1578200.0,2.31719
1578500.0,2.38881
1578800.0,2.36635
1579450.0,2.5875
1579800.0,2.69248
1580250.0,2.86815
1580400.0,2.88902
1580650.0,2.85488
1580940.0,2.68185
1580980.0,2.68181
1581200.0,2.6988
1581500.0,2.60873
1581800.0,2.42051
1582000.0,2.43378
1582300.0,2.33167
1582600.0,2.32602
1583250.0,2.08235
1583400.0,2.04769
1583900.0,2.14678
1584200.0,2.11403
1584500.0,1.99742
1584800.0,2.01432
1585300.0,1.86344
1585600.0,1.93486
1585900.0,1.86638
1586400.0,1.87537
1586700.0,1.70681
1587200.0,1.64603
1587500.0,1.5574
1587800.0,1.59086
1588100.0,1.52219
1588480.0,1.60058
1588600.0,1.60842
1588900.0,1.5033
1589200.0,1.53257
1589400.0,1.60115
1589700.0,1.61595
1590000.0,1.59123
1590190.0,1.82271
1590300.0,1.96018
1590600.0,2.10179
1591020.0,2.55559
1591400.0,2.73077
1591700.0,2.86494
1591900.0,3.10029
1592200.0,3.26195
1592500.0,3.25528
1592800.0,3.33783
1593400.0,3.09518
1594000.0,2.99394
1594100.0,2.99682
1594400.0,2.95791
1594700.0,2.67345
1595000.0,2.58004
1595280.0,2.27145
1595800.0,1.91852
1596100.0,1.8015
1596400.0,1.80914
1596600.0,1.67885
1597200.0,1.58634
1597500.0,1.50414
1597700.0,1.58511
1598300.0,1.54126
1598600.0,1.70991
1598900.0,1.82003
1599100.0,2.14696
1599480.0,2.47593
1600000.0,3.09195
1600350.0,3.2692
1600500.0,3.30475
1600800.0,3.25792
1601500.0,2.7893
1601980.0,2.43457
1602200.0,2.20119
1602500.0,2.17478
1602850.0,2.01309
1602950.0,2.00647
1603300.0,2.08289
1603600.0,1.91554
1603900.0,1.89594
1604400.0,1.77894
1604780.0,1.87875
1604890.0,1.8798
1605000.0,1.87163
1605300.0,1.74746
1605500.0,1.76814
1605800.0,1.76234
1606400.0,1.92004
1606650.0,1.90707
1607200.0,1.70114
1607500.0,1.85068
1607800.0,1.83515
1608050.0,1.8526
1608340.0,2.02916
1608380.0,2.03086
1608600.0,2.0194
1608900.0,2.05495
1609200.0,2.20822
1609650.0,2.31581
1609800.0,2.37826
1610000.0,2.56402
1610450.0,2.75799
1610600.0,2.78762
1610900.0,2.64592
1611200.0,2.66348
1611700.0,2.44083
1612000.0,2.15068
1612380.0,1.89105
1612600.0,1.682
1613100.0,1.50758
1613400.0,1.4919
1613700.0,1.34838
1614000.0,1.29114
1614500.0,1.26639
1614800.0,1.29247
1615400.0,1.62892
1615700.0,1.67853
1616800.0,2.49928
1617450.0,3.28029
1617600.0,3.53157
1618050.0,3.9411
1618650.0,4.32708
1618800.0,4.35734
1619180.0,3.60593
1619600.0,2.98453
1619900.0,2.28375
1620280.0,1.89506
1620500.0,1.59787
1620800.0,1.40157
1620950.0,1.23548
1621000.0,1.19699
1621300.0,1.23308
1621600.0,1.0697
1622350.0,1.1723
1622500.0,1.18929
1622900.0,1.34652
1623150.0,1.4544
1623520.0,1.70413
1623900.0,2.05076
1624200.0,2.41862
1624500.0,2.65483
1624700.0,3.01696
1625000.0,3.32902
1625300.0,3.96516
1625750.0,4.28395
1626600.0,4.46749
1626700.0,4.51606
1627150.0,4.31086
1627300.0,4.28538
1627600.0,4.36992
1627900.0,4.64354
1628200.0,4.57505
1628700.0,5.24273
1629000.0,5.3647
1629600.0,5.88262
1630350.0,5.60704
1630600.0,5.32878
1630850.0,5.07185
1631150.0,4.80125
1631450.0,4.52785
1632200.0,3.92969
1632600.0,3.51183
1633150.0,3.17385
1633300.0,3.06432
1633450.0,3.06795
1633600.0,3.06677
1633900.0,2.78086
1634200.0,2.81891
1635000.0,2.46268
1635300.0,2.52316
1635750.0,2.21316
1635900.0,2.15275
1636200.0,2.21462
1636500.0,1.92979
1636800.0,1.84756
1637100.0,1.87792
1637300.0,1.76671
1637900.0,1.79604
1638500.0,1.78987
1638800.0,1.81049
1639620.0,2.43993
1640050.0,2.9055
1640200.0,3.08386
1640500.0,3.2382
1641400.0,3.15377
1642150.0,3.2182
1642500.0,3.32136
1642800.0,3.64937
1643180.0,3.9449
1643700.0,4.69488
1644000.0,4.74595
1644600.0,5.14315
1645200.0,4.96535
1646600.0,3.39459
1647280.0,3.00081
1647500.0,2.76244
1648100.0,2.4159
1648300.0,2.45137
1648600.0,2.4097
1648900.0,2.30607
1649200.0,2.4136
1649800.0,2.30891
1650100.0,2.39345
1650400.0,2.26385
1650700.0,2.32966
1651000.0,2.25826
1651300.0,2.31594
1651950.0,2.63611
1652180.0,2.83767
1652400.0,3.1227
1653410.0,3.51345
1653640.0,3.47305
1654800.0,2.49208
1655100.0,2.40565
1655400.0,2.21988
1655600.0,2.18759
1655900.0,2.03747
1656390.0,1.99112
1656500.0,2.00093
1656800.0,2.15247
1657100.0,2.06005
1657400.0,2.13309
1657700.0,1.98641
1658000.0,2.01085
1658300.0,1.88393
1658600.0,1.94809
1658900.0,1.88988
1659350.0,1.63886
1659500.0,1.58347
1660100.0,1.619
1660300.0,1.68785
1660600.0,1.5508
1661010.0,1.59754
1661350.0,1.56385
1661500.0,1.5437
1661800.0,1.65639
1662100.0,1.53755
1662700.0,1.55337
1663000.0,1.63436
1663600.0,1.60906
1663900.0,1.70651
1664200.0,1.60846
1664800.0,1.71289
1665100.0,1.64448
1665400.0,1.76768
1665700.0,1.60024
1665900.0,1.62609
1666200.0,1.60586
1666500.0,1.49015
1666800.0,1.54679
1667100.0,1.39912
1667400.0,1.3583
1667700.0,1.44718
1668040.0,1.35243
1668080.0,1.3517
1668300.0,1.36567
1668600.0,1.47297
1668900.0,1.32485
1669050.0,1.39566
1669200.0,1.48062
1669800.0,1.58422
1670700.0,2.26264
1671000.0,2.30324
1671600.0,2.65146
1671900.0,2.59178
1672200.0,2.63586
1672800.0,2.37406
1673100.0,2.46356
1673700.0,2.19645
1674000.0,2.1423
1674300.0,2.18621
1674600.0,1.93289
1674900.0,1.90398
1675200.0,1.75002
1675400.0,1.81044
1675700.0,1.76909
1676000.0,1.7813
1676300.0,1.87865
1676600.0,1.76613
1677200.0,1.79652
1677500.0,1.75808
1678100.0,1.78039
1679000.0,2.08802
1679380.0,2.36777
1679900.0,2.97546
1680500.0,3.89293
1680950.0,4.32729
1681400.0,4.51561
1681700.0,4.53219
1682000.0,4.49778
1682300.0,4.13844
1682600.0,4.0017
1682900.0,3.73941
1683800.0,3.27728
1684100.0,3.48128
1684700.0,3.55847
1685150.0,3.9195
1685450.0,4.15536
1686050.0,4.8057
1687400.0,6.25379
1688000.0,6.68823
1688600.0,7.086
1689600.0,6.89683
1690050.0,6.50829
1690800.0,5.43837
1691180.0,5.04707
1691550.0,4.47381
1692150.0,3.86812
1692600.0,3.28936
1692900.0,3.03208
1693650.0,2.84805
1694700.0,2.58363
1695000.0,2.64818
1695450.0,2.45391
1695600.0,2.41552
1695900.0,2.44143
1696500.0,2.7407
1697100.0,2.55815
1697400.0,2.84371
1697700.0,2.86408
1698000.0,3.0146
1698300.0,3.03274
1698700.0,2.97151
1699300.0,3.04914
1699600.0,2.79304
1699900.0,2.75704
1700350.0,2.58591
1700500.0,2.56433
1700800.0,2.6599
1701100.0,2.53725
1701400.0,2.54797
1701700.0,2.47529
1702150.0,2.59275
1702600.0,2.7014
1702900.0,2.49763
1703350.0,2.65025
1703800.0,2.73552
1704250.0,2.64316
1704320.0,2.64087
1704800.0,2.73322
1705100.0,2.65143
1705400.0,2.77244
1705700.0,2.66768
1706000.0,2.7395
1706600.0,2.53297
1707200.0,2.59066
1707500.0,2.6781
1708100.0,2.51643
1708700.0,2.46398
1709000.0,2.53237
1709850.0,2.33141
1710000.0,2.32104
1710300.0,2.45296
1710600.0,2.33864
1711200.0,2.4413
1712100.0,2.46621
1712750.0,2.8749
1713400.0,3.3027
1713700.0,3.70863
1714000.0,3.84049
1714300.0,4.22012
1714900.0,4.60641
1715500.0,4.46369
1715950.0,4.15774
1716600.0,3.5635
1716880.0,3.3042
1717100.0,2.99037
1718300.0,2.41066
1718600.0,2.50262
1718900.0,2.71526
1719750.0,2.61039
1719800.0,2.60992
1720500.0,2.80713
1720880.0,2.75851
1721020.0,2.7658
1721250.0,2.6745
1721550.0,2.53356
1722300.0,2.41145
1722600.0,2.29957
1723000.0,2.26197
1723300.0,2.15035
1723600.0,2.16753
1723900.0,2.25001
1724200.0,2.21742
1724650.0,2.4264
1725100.0,2.61375
1725600.0,3.08625
1725800.0,3.28603
1726100.0,3.38809
1726700.0,3.89081
1727300.0,4.06241
1727600.0,4.337
1727900.0,4.42257
1728380.0,4.16547
1728900.0,4.19731
1729950.0,3.57805
1730450.0,3.16622
1730480.0,3.16569
1730800.0,3.18543
1731760.0,2.82292
1731810.0,2.82199
1732380.0,2.85306
1732800.0,2.9621
1733000.0,2.98169
1733600.0,2.80803
1733900.0,2.83186
1735000.0,2.68345
1735200.0,2.68212
1735950.0,2.84405
1736020.0,2.84506
1736400.0,2.8123
1737000.0,2.85209
1737400.0,2.81662
1737700.0,2.92207
1738000.0,2.81839
1738750.0,3.09125
1739200.0,3.1555
1739900.0,3.54418
1740200.0,3.53357
1740500.0,3.70344
1740800.0,3.65127
1741500.0,3.87906
1741800.0,4.08161
1742550.0,4.3048
1742700.0,4.38174
1743000.0,4.36299
1744300.0,5.10046
1744600.0,5.08277
1745750.0,5.25405
1746200.0,5.3338
1746500.0,5.25203
1746800.0,5.33943
1747650.0,5.1663
1748100.0,5.06991
1748400.0,5.09681
1748700.0,4.84067
1749100.0,4.77048
1749400.0,4.37624
1750300.0,4.02216
1750700.0,3.71031
1751300.0,3.68727
1751600.0,3.46361
1752600.0,3.55572
1752900.0,3.69552
1753350.0,4.07825
1753850.0,4.493
1754350.0,5.0535
1754800.0,5.55466
1755400.0,5.62758
1756250.0,4.98794
1756550.0,4.73659
1757400.0,3.9612
1757700.0,3.99574
1758000.0,3.8843
1758300.0,3.90171
1758600.0,3.70768
1759300.0,3.54397
1759600.0,3.56421
1759900.0,3.52003
1760300.0,3.6393
1760600.0,3.46178
1761050.0,3.37831
1761200.0,3.33584
1761550.0,3.54127
1761600.0,3.54251
1762500.0,3.44482
1762800.0,3.38382
1763550.0,3.63815
1763800.0,3.65319
1764100.0,3.79557
